Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name	Gene type
ENSG00000196126	32546546	32557625	6	HLA-DRB1	protein_coding
ENSG00000112234	99316420	99395849	6	FBXL4	protein_coding
ENSG00000093144	127609855	127664754	6	ECHDC1	protein_coding
ENSG00000146267	99719045	99797938	6	FAXC	protein_coding
ENSG00000196735	32595956	32614839	6	HLA-DQA1	protein_coding
ENSG00000132423	99817276	99842080	6	COQ3	protein_coding
ENSG00000137331	30710976	30712331	6	IER3	protein_coding
ENSG00000214338	127759551	127840500	6	SOGA3	protein_coding
ENSG00000255330	127759551	127840146	6	SOGA3	protein_coding
ENSG00000179344	32627244	32636160	6	HLA-DQB1	protein_coding
ENSG00000189367	127761488	127780536	6	KIAA0408	protein_coding
ENSG00000184530	127840600	127912962	6	C6orf58	protein_coding
ENSG00000237541	32709119	32714992	6	HLA-DQA2	protein_coding
ENSG00000232629	32723875	32731311	6	HLA-DQB2	protein_coding
ENSG00000172673	128029217	128239776	6	THEMIS	protein_coding
ENSG00000241106	32780540	32784825	6	HLA-DOB	protein_coding
ENSG00000156508	74225473	74233520	6	EEF1A1	protein_coding
ENSG00000204580	30844198	30867933	6	DDR1	protein_coding
ENSG00000204267	32789610	32806557	6	TAP2	protein_coding
ENSG00000152894	128289924	128841870	6	PTPRK	protein_coding
ENSG00000196569	129204342	129837714	6	LAMA2	protein_coding
ENSG00000204264	32808494	32812480	6	PSMB8	protein_coding
ENSG00000240065	32811913	32827362	6	PSMB9	protein_coding
ENSG00000168394	32812986	32821755	6	TAP1	protein_coding
ENSG00000146376	129897277	130031370	6	ARHGAP18	protein_coding
ENSG00000203756	130152389	130182692	6	TMEM244	protein_coding
ENSG00000242574	32902406	32908847	6	HLA-DMB	protein_coding
ENSG00000198945	130334844	130462594	6	L3MBTL3	protein_coding
ENSG00000204257	32916390	32936871	6	HLA-DMA	protein_coding
ENSG00000204256	32936437	32949282	6	BRD2	protein_coding
ENSG00000164483	130465460	130686570	6	SAMD3	protein_coding
ENSG00000164484	130686879	130764208	6	TMEM200A	protein_coding
ENSG00000256162	131148546	131158275	6	SMLR1	protein_coding
ENSG00000204252	32971955	32977389	6	HLA-DOA	protein_coding
ENSG00000231389	33032346	33048552	6	HLA-DPA1	protein_coding
ENSG00000079819	131160487	131384462	6	EPB41L2	protein_coding
ENSG00000223865	33043703	33054978	6	HLA-DPB1	protein_coding
ENSG00000213780	30875961	30881883	6	GTF2H4	protein_coding
ENSG00000137411	30876019	30894236	6	VARS2	protein_coding
ENSG00000204248	33130458	33160276	6	COL11A2	protein_coding
ENSG00000118507	131456806	131604675	6	AKAP7	protein_coding
ENSG00000118520	131894284	131905472	6	ARG1	protein_coding
ENSG00000112282	131895106	131949369	6	MED23	protein_coding
ENSG00000196260	30899130	30899952	6	SFTA2	protein_coding
ENSG00000168631	30908749	30921998	6	DPCR1	protein_coding
ENSG00000204544	30951495	30957680	6	MUC21	protein_coding
ENSG00000261272	30978251	31003179	6	MUC22	protein_coding
ENSG00000204542	31079000	31080336	6	C6orf15	protein_coding
ENSG00000204540	31082527	31107869	6	PSORS1C1	protein_coding
ENSG00000204539	31082867	31088223	6	CDSN	protein_coding
ENSG00000204538	31105313	31107127	6	PSORS1C2	protein_coding
ENSG00000154269	131949582	132068553	6	ENPP3	protein_coding
ENSG00000204231	33161365	33168630	6	RXRB	protein_coding
ENSG00000204536	31110216	31126015	6	CCHCR1	protein_coding
ENSG00000180658	132021520	132022635	6	OR2A4	protein_coding
ENSG00000236761	132029581	132032206	6	CTAGE9	protein_coding
ENSG00000197594	132129156	132216295	6	ENPP1	protein_coding
ENSG00000112473	33168222	33172216	6	SLC39A7	protein_coding
ENSG00000118523	132269316	132272513	6	CTGF	protein_coding
ENSG00000079931	132617194	132722684	6	MOXD1	protein_coding
ENSG00000079950	132767006	132834337	6	STX7	protein_coding
ENSG00000146385	132873832	132874860	6	TAAR8	protein_coding
ENSG00000146383	132891461	132892498	6	TAAR6	protein_coding
ENSG00000135569	132909731	132910877	6	TAAR5	protein_coding
ENSG00000146378	132938161	132945414	6	TAAR2	protein_coding
ENSG00000146399	132966123	132967142	6	TAAR1	protein_coding
ENSG00000112299	133002729	133035188	6	VNN1	protein_coding
ENSG00000137310	31126319	31134936	6	TCF19	protein_coding
ENSG00000112303	133065009	133084598	6	VNN2	protein_coding
ENSG00000146409	133090509	133119701	6	SLC18B1	protein_coding
ENSG00000204531	31132119	31148508	6	POU5F1	protein_coding
ENSG00000112306	133135580	133138703	6	RPS12	protein_coding
ENSG00000112319	133561736	133853258	6	EYA4	protein_coding
ENSG00000206344	31165537	31171745	6	HCG27	protein_coding
ENSG00000204525	31236526	31239907	6	HLA-C	protein_coding
ENSG00000118526	134210276	134216691	6	TCF21	protein_coding
ENSG00000028839	134273308	134311570	6	TBPL1	protein_coding
ENSG00000234745	31321649	31324965	6	HLA-B	protein_coding
ENSG00000146411	134309835	134373774	6	SLC2A12	protein_coding
ENSG00000118515	134490384	134639250	6	SGK1	protein_coding
ENSG00000204520	31371356	31383092	6	MICA	protein_coding
ENSG00000204516	31462658	31478901	6	MICB	protein_coding
ENSG00000204511	31496494	31498009	6	MCCD1	protein_coding
ENSG00000198563	31497996	31510225	6	DDX39B	protein_coding
ENSG00000213760	31512239	31516204	6	ATP6V1G2	protein_coding
ENSG00000204498	31514647	31526606	6	NFKBIL1	protein_coding
ENSG00000226979	31539831	31542101	6	LTA	protein_coding
ENSG00000232810	31543344	31546113	6	TNF	protein_coding
ENSG00000227507	31548302	31550299	6	LTB	protein_coding
ENSG00000204482	31553901	31556686	6	LST1	protein_coding
ENSG00000204475	31556672	31560762	6	NCR3	protein_coding
ENSG00000204472	31582961	31584798	6	AIF1	protein_coding
ENSG00000204469	31588497	31605548	6	PRRC2A	protein_coding
ENSG00000204463	31606805	31620482	6	BAG6	protein_coding
ENSG00000204444	31620193	31625987	6	APOM	protein_coding
ENSG00000204439	31626075	31628549	6	C6orf47	protein_coding
ENSG00000204438	31629006	31634060	6	GPANK1	protein_coding
ENSG00000204435	31633013	31638120	6	CSNK2B	protein_coding
ENSG00000073067	1022835	1029276	7	CYP2W1	protein_coding
ENSG00000146540	1036622	1177896	7	C7orf50	protein_coding
ENSG00000164849	1084212	1098897	7	GPR146	protein_coding
ENSG00000164850	1121844	1133451	7	GPER1	protein_coding
ENSG00000122547	36192758	36341152	7	EEPD1	protein_coding
ENSG00000178381	1191707	1200395	7	ZFAND2A	protein_coding
ENSG00000164853	1272543	1276954	7	UNCX	protein_coding
ENSG00000197037	99214569	99230030	7	ZSCAN25	protein_coding
ENSG00000164877	1468101	1499138	7	MICALL2	protein_coding
ENSG00000006459	139784546	139876835	7	KDM7A	protein_coding
ENSG00000179468	142723245	142724282	7	OR9A2	protein_coding
ENSG00000225781	142749417	142750444	7	OR6V1	protein_coding
ENSG00000159763	142829170	142836839	7	PIP	protein_coding
ENSG00000236398	142880512	142881528	7	TAS2R39	protein_coding
ENSG00000127399	150019728	150035239	7	LRRC61	protein_coding
ENSG00000188707	150026938	150029808	7	ZBED6CL	protein_coding
ENSG00000106538	150035408	150038763	7	RARRES2	protein_coding
ENSG00000091128	107663993	107770801	7	LAMB4	protein_coding
ENSG00000106258	99245817	99277621	7	CYP3A5	protein_coding
ENSG00000221937	142919130	142920162	7	TAS2R40	protein_coding
ENSG00000197448	142941186	142967947	7	GSTK1	protein_coding
ENSG00000214022	150065278	150071133	7	REPIN1	protein_coding
ENSG00000157800	139993493	140104233	7	SLC37A3	protein_coding
ENSG00000164542	36363830	36429734	7	KIAA0895	protein_coding
ENSG00000164880	1509913	1545489	7	INTS1	protein_coding
ENSG00000196456	150065879	150109558	7	ZNF775	protein_coding
ENSG00000178826	142977050	142985141	7	TMEM139	protein_coding
ENSG00000011426	36429415	36493400	7	ANLN	protein_coding
ENSG00000171115	150147718	150176480	7	GIMAP8	protein_coding
ENSG00000146856	134671259	134832715	7	AGBL3	protein_coding
ENSG00000179144	150211918	150218161	7	GIMAP7	protein_coding
ENSG00000136250	36552456	36764154	7	AOAH	protein_coding
ENSG00000106144	142985308	143004789	7	CASP2	protein_coding
ENSG00000122783	134777115	134855547	7	C7orf49	protein_coding
ENSG00000133574	150264365	150271041	7	GIMAP4	protein_coding
ENSG00000133561	150322463	150329473	7	GIMAP6	protein_coding
ENSG00000198517	1570350	1582679	7	MAFK	protein_coding
ENSG00000091129	107788068	108097161	7	NRCAM	protein_coding
ENSG00000164855	1581871	1600457	7	TMEM184A	protein_coding
ENSG00000106560	150382785	150390729	7	GIMAP2	protein_coding
ENSG00000213203	150413645	150421372	7	GIMAP1	protein_coding
ENSG00000196329	150419341	150447121	7	GIMAP5	protein_coding
ENSG00000157778	1606966	1610641	7	PSMG3	protein_coding
ENSG00000225968	1727755	1787590	7	ELFN1	protein_coding
ENSG00000155849	36893961	37488852	7	ELMO1	protein_coding
ENSG00000106565	150488373	150498448	7	TMEM176B	protein_coding
ENSG00000002822	1855429	2272878	7	MAD1L1	protein_coding
ENSG00000146859	134832824	134850967	7	TMEM140	protein_coding
ENSG00000105875	134868590	134896316	7	WDR91	protein_coding
ENSG00000006606	75398851	75419214	7	CCL26	protein_coding
ENSG00000188037	143013219	143049176	7	CLCN1	protein_coding
ENSG00000106178	75440983	75452674	7	CCL24	protein_coding
ENSG00000005486	75471920	75518244	7	RHBDD2	protein_coding
ENSG00000146955	140103843	140126050	7	RAB19	protein_coding
ENSG00000133606	140152840	140179369	7	MKRN1	protein_coding
ENSG00000002933	150497491	150502208	7	TMEM176A	protein_coding
ENSG00000160870	99302660	99332819	7	CYP3A7	protein_coding
ENSG00000127948	75528518	75616173	7	POR	protein_coding
ENSG00000160868	99354604	99381888	7	CYP3A4	protein_coding
ENSG00000176349	1878222	1889567	7	AC110781.3	protein_coding
ENSG00000122687	2273866	2281840	7	FTSJ2	protein_coding
ENSG00000159784	143050493	143059863	7	FAM131B	protein_coding
ENSG00000106268	2281857	2290781	7	NUDT1	protein_coding
ENSG00000187037	37723399	37873390	7	GPR141	protein_coding
ENSG00000086289	37723446	37991543	7	EPDR1	protein_coding
ENSG00000086288	37888199	37940003	7	NME8	protein_coding
ENSG00000021461	99425636	99463718	7	CYP3A43	protein_coding
ENSG00000146966	140218220	140373793	7	DENND2A	protein_coding
ENSG00000002726	150521715	150558592	7	AOC1	protein_coding
ENSG00000159840	143078173	143088204	7	ZYX	protein_coding
ENSG00000055118	150642049	150675403	7	KCNH2	protein_coding
ENSG00000135241	108110866	108210110	7	PNPLA8	protein_coding
ENSG00000106483	37945543	38065297	7	SFRP4	protein_coding
ENSG00000010270	38217824	38270272	7	STARD3NL	protein_coding
ENSG00000106266	2291405	2393953	7	SNX8	protein_coding
ENSG00000133597	140372953	140396061	7	ADCK2	protein_coding
ENSG00000106263	2393721	2420380	7	EIF3B	protein_coding
ENSG00000146857	134916731	134943244	7	STRA8	protein_coding
ENSG00000080802	135046547	135194875	7	CNOT4	protein_coding
ENSG00000078053	38423305	38671167	7	AMPH	protein_coding
ENSG00000090266	140390577	140422590	7	NDUFB2	protein_coding
ENSG00000164867	150688083	150711676	7	NOS3	protein_coding
ENSG00000127952	75625656	75677322	7	STYXL1	protein_coding
ENSG00000244623	99473610	99474680	7	OR2AE1	protein_coding
ENSG00000177683	108194987	108210194	7	THAP5	protein_coding
ENSG00000146833	99474581	99517223	7	TRIM4	protein_coding
ENSG00000136213	2443223	2474242	7	CHST12	protein_coding
ENSG00000106003	2552163	2568811	7	LFNG	protein_coding
ENSG00000176402	99520892	99527243	7	GJC3	protein_coding
ENSG00000146904	143087382	143105985	7	EPHA1	protein_coding
ENSG00000106009	2577511	2595361	7	BRAT1	protein_coding
ENSG00000155561	135242667	135333505	7	NUP205	protein_coding
ENSG00000157764	140419127	140624564	7	BRAF	protein_coding
ENSG00000128590	108210012	108215294	7	DNAJB9	protein_coding
ENSG00000185899	143140546	143141502	7	TAS2R60	protein_coding
ENSG00000221855	143174966	143175889	7	TAS2R41	protein_coding
ENSG00000271079	143268894	143271480	7	CTAGE15	protein_coding
ENSG00000170379	143318043	143427502	7	FAM115C	protein_coding
ENSG00000160862	99564343	99573780	7	AZGP1	protein_coding
ENSG00000146701	75677369	75696826	7	MDH2	protein_coding
ENSG00000106261	99613204	99639312	7	ZKSCAN1	protein_coding
ENSG00000090263	140705854	140715028	7	MRPS33	protein_coding
ENSG00000006715	38762563	38971994	7	VPS41	protein_coding
ENSG00000205174	108524032	108524644	7	C7orf66	protein_coding
ENSG00000184903	110303110	111202573	7	IMMP2L	protein_coding
ENSG00000173114	110731062	110765510	7	LRRN3	protein_coding
ENSG00000106012	2598632	2654368	7	IQCE	protein_coding
ENSG00000261115	140774032	141180180	7	TMEM178B	protein_coding
ENSG00000006530	141250989	141355044	7	AGK	protein_coding
ENSG00000271321	143452182	143454789	7	CTAGE6	protein_coding
ENSG00000198420	143548468	143599291	7	FAM115A	protein_coding
ENSG00000243317	135347244	135378166	7	C7orf73	protein_coding
ENSG00000177679	75831216	75916605	7	SRRM3	protein_coding
ENSG00000164707	135365985	135414006	7	SLC13A4	protein_coding
ENSG00000106211	75931861	75933612	7	HSPB1	protein_coding
ENSG00000166529	99647390	99662661	7	ZSCAN21	protein_coding
ENSG00000170027	75956116	75988348	7	YWHAG	protein_coding
ENSG00000146700	76018651	76039012	7	SRCRB4D	protein_coding
ENSG00000106536	39017598	39532694	7	POU6F2	protein_coding
ENSG00000189320	135413096	135433594	7	FAM180A	protein_coding
ENSG00000128512	111366166	111846466	7	DOCK4	protein_coding
ENSG00000221910	143632259	143633372	7	OR2F2	protein_coding
ENSG00000213215	143657027	143658108	7	OR2F1	protein_coding
ENSG00000221813	143701022	143702068	7	OR6B1	protein_coding
ENSG00000105887	135611509	135662101	7	MTPN	protein_coding
ENSG00000267697	135612022	135612198	7	LUZP6	protein_coding
ENSG00000181072	136553416	136705002	7	CHRM2	protein_coding
ENSG00000136295	2671585	2704436	7	TTYH3	protein_coding
ENSG00000257093	141356528	141401953	7	KIAA1147	protein_coding
ENSG00000188372	76026835	76071388	7	ZP3	protein_coding
ENSG00000241127	39605975	39649919	7	YAE1D1	protein_coding
ENSG00000221836	143747461	143748473	7	OR2A5	protein_coding
ENSG00000221933	143771275	143772288	7	OR2A25	protein_coding
ENSG00000221858	143792141	143793186	7	OR2A12	protein_coding
ENSG00000166526	99661656	99680171	7	ZNF3	protein_coding
ENSG00000221989	143806607	143807657	7	OR2A2	protein_coding
ENSG00000221938	143826151	143827162	7	OR2A14	protein_coding
ENSG00000225932	143880559	143883146	7	CTAGE4	protein_coding
ENSG00000213214	143883176	143991230	7	ARHGEF35	protein_coding
ENSG00000212807	143929004	143929936	7	OR2A42	protein_coding
ENSG00000243896	143955700	143956815	7	OR2A7	protein_coding
ENSG00000244693	143963794	143966381	7	CTAGE8	protein_coding
ENSG00000105894	136912088	137028611	7	PTN	protein_coding
ENSG00000221970	144015218	144016150	7	OR2A1	protein_coding
ENSG00000050327	144052381	144077725	7	ARHGEF5	protein_coding
ENSG00000006451	39663082	39747723	7	RALA	protein_coding
ENSG00000197150	150725510	150744869	7	ABCB8	protein_coding
ENSG00000174945	2719156	2815134	7	AMZ1	protein_coding
ENSG00000065883	39989636	40136733	7	CDK13	protein_coding
ENSG00000157680	137065783	137531838	7	DGKI	protein_coding
ENSG00000168090	99686577	99689823	7	COPS6	protein_coding
ENSG00000214102	141408153	141431071	7	WEE2	protein_coding
ENSG00000091073	76090993	76135312	7	DTX2	protein_coding
ENSG00000106028	141438121	141487722	7	SSBP1	protein_coding
ENSG00000106410	144094333	144107320	7	NOBOX	protein_coding
ENSG00000168303	40165622	40174258	7	MPLKIP	protein_coding
ENSG00000127362	141463897	141464997	7	TAS2R3	protein_coding
ENSG00000175600	40174575	40900362	7	SUGCT	protein_coding
ENSG00000127364	141478242	141479235	7	TAS2R4	protein_coding
ENSG00000127366	141490017	141491166	7	TAS2R5	protein_coding
ENSG00000146535	2767746	2883958	7	GNA12	protein_coding
ENSG00000181652	150709297	150721586	7	ATG9B	protein_coding
ENSG00000165076	141536086	141541287	7	PRSS37	protein_coding
ENSG00000196511	144149034	144533488	7	TPK1	protein_coding
ENSG00000198286	2945775	3083579	7	CARD11	protein_coding
ENSG00000257335	141607613	141806547	7	MGAM	protein_coding
ENSG00000182158	137559725	137686813	7	CREB3L2	protein_coding
ENSG00000122641	41724712	41742706	7	INHBA	protein_coding
ENSG00000166508	99690351	99699563	7	MCM7	protein_coding
ENSG00000146555	3341080	4308632	7	SDK1	protein_coding
ENSG00000106571	42000548	42277469	7	GLI3	protein_coding
ENSG00000243566	76139745	76648340	7	UPK3B	protein_coding
ENSG00000174469	145813453	148118090	7	CNTNAP2	protein_coding
ENSG00000122787	137687070	137802732	7	AKR1D1	protein_coding
ENSG00000136197	42948325	42951904	7	C7orf25	protein_coding
ENSG00000256646	42948872	42971773	7	PSMA2	protein_coding
ENSG00000146707	76239303	76256578	7	POMZP3	protein_coding
ENSG00000106588	42956460	42971822	7	PSMA2	protein_coding
ENSG00000258083	141618617	141619709	7	OR9A4	protein_coding
ENSG00000258227	141627157	141646807	7	CLEC5A	protein_coding
ENSG00000257138	141672431	141673573	7	TAS2R38	protein_coding
ENSG00000135205	76751751	76958850	7	CCDC146	protein_coding
ENSG00000213199	150745379	150749843	7	ASIC3	protein_coding
ENSG00000106591	42971799	42988557	7	MRPL32	protein_coding
ENSG00000122779	138145079	138274738	7	TRIM24	protein_coding
ENSG00000198839	111846643	111983151	7	ZNF277	protein_coding
ENSG00000002746	43152198	43605600	7	HECW1	protein_coding
ENSG00000258223	141951963	141957878	7	PRSS58	protein_coding
ENSG00000164916	4683388	4811074	7	FOXK1	protein_coding
ENSG00000242802	4815253	4833943	7	AP5Z1	protein_coding
ENSG00000127951	76822688	76829143	7	FGL2	protein_coding
ENSG00000006652	112063023	112121072	7	IFRD1	protein_coding
ENSG00000170279	148287657	148312952	7	C7orf33	protein_coding
ENSG00000157927	4836686	4923350	7	RADIL	protein_coding
ENSG00000186088	76940068	77045717	7	GSAP	protein_coding
ENSG00000157703	138279030	138386097	7	SVOPL	protein_coding
ENSG00000221838	99699172	99707968	7	AP4M1	protein_coding
ENSG00000055130	148395006	148498128	7	CUL1	protein_coding
ENSG00000164543	43622357	43666385	7	STK17A	protein_coding
ENSG00000164885	150750899	150755617	7	CDK5	protein_coding
ENSG00000181016	112120908	112131117	7	LSMEM1	protein_coding
ENSG00000106603	43648055	43769316	7	COA1	protein_coding
ENSG00000105929	138391040	138484305	7	ATP6V0A4	protein_coding
ENSG00000127947	77166592	77269388	7	PTPN12	protein_coding
ENSG00000106605	43798279	43846939	7	BLVRA	protein_coding
ENSG00000146802	112402437	112430647	7	TMEM168	protein_coding
ENSG00000106462	148504475	148581413	7	EZH2	protein_coding
ENSG00000270617	43906157	43946188	7	URGCP-MRPS24	protein_coding
ENSG00000062582	43906157	43909492	7	MRPS24	protein_coding
ENSG00000270672	142374104	142375550	7	MTRNR2L6	protein_coding
ENSG00000106608	43915493	43966010	7	URGCP	protein_coding
ENSG00000214128	138482695	138522846	7	TMEM213	protein_coding
ENSG00000204983	142457319	142460923	7	PRSS1	protein_coding
ENSG00000122778	138516126	138666064	7	KIAA1549	protein_coding
ENSG00000164603	112459202	112579971	7	C7orf60	protein_coding
ENSG00000164604	112718386	112727833	7	GPR85	protein_coding
ENSG00000164889	150754297	150773614	7	SLC4A2	protein_coding
ENSG00000106123	142552792	142568847	7	EPHB6	protein_coding
ENSG00000078967	43966037	43995735	7	UBE2D4	protein_coding
ENSG00000106290	99704693	99717464	7	TAF6	protein_coding
ENSG00000155660	148700154	148725733	7	PDIA4	protein_coding
ENSG00000136206	44040488	44049721	7	SPDYE1	protein_coding
ENSG00000136279	44084239	44109055	7	DBNL	protein_coding
ENSG00000197362	148766735	148787874	7	ZNF786	protein_coding
ENSG00000154415	113516832	113715975	7	PPP1R3A	protein_coding
ENSG00000187257	77325760	77412339	7	RSBN1L	protein_coding
ENSG00000128573	113726382	114333827	7	FOXP2	protein_coding
ENSG00000135211	77423045	77427897	7	TMEM60	protein_coding
ENSG00000204947	148799876	148823438	7	ZNF425	protein_coding
ENSG00000006576	77428122	77586818	7	PHTF2	protein_coding
ENSG00000165125	142568956	142583507	7	TRPV6	protein_coding
ENSG00000177706	192969	300711	7	FAM20C	protein_coding
ENSG00000146858	138710452	138720775	7	ZC3HAV1L	protein_coding
ENSG00000197024	148823508	148880116	7	ZNF398	protein_coding
ENSG00000105939	138728266	138794465	7	ZC3HAV1	protein_coding
ENSG00000269396	302918	304070	7	AC187652.1	protein_coding
ENSG00000197461	536895	559933	7	PDGFA	protein_coding
ENSG00000170265	148892577	148923339	7	ZNF282	protein_coding
ENSG00000127412	142605267	142630905	7	TRPV5	protein_coding
ENSG00000170260	148936742	148952700	7	ZNF212	protein_coding
ENSG00000105948	138818490	138876732	7	TTC26	protein_coding
ENSG00000165131	142636440	142637955	7	C7orf34	protein_coding
ENSG00000166997	99717236	99723134	7	CNPY4	protein_coding
ENSG00000214309	99724317	99726118	7	MBLAC1	protein_coding
ENSG00000188191	588834	767287	7	PRKAR1B	protein_coding
ENSG00000188186	99746530	99753567	7	LAMTOR4	protein_coding
ENSG00000164896	150773711	150777953	7	FASTK	protein_coding
ENSG00000164818	766338	829190	7	HEATR2	protein_coding
ENSG00000204946	148959262	148994393	7	ZNF783	protein_coding
ENSG00000164708	44102326	44105186	7	PGAM2	protein_coding
ENSG00000122678	44111846	44122139	7	POLM	protein_coding
ENSG00000196453	149128454	149158214	7	ZNF777	protein_coding
ENSG00000187391	77646393	79082890	7	MAGI2	protein_coding
ENSG00000181220	149169885	149194908	7	ZNF746	protein_coding
ENSG00000197993	142638201	142659768	7	KEL	protein_coding
ENSG00000146826	99752043	99756338	7	C7orf43	protein_coding
ENSG00000164828	855528	936072	7	SUN1	protein_coding
ENSG00000218823	4897364	4901625	7	PAPOLB	protein_coding
ENSG00000136297	4945620	4998844	7	MMD2	protein_coding
ENSG00000164897	150778167	150780633	7	TMUB1	protein_coding
ENSG00000272968	5023349	5112852	7	RBAK-RBAKDN	protein_coding
ENSG00000146587	5085452	5109119	7	RBAK	protein_coding
ENSG00000157954	5229819	5273457	7	WIPI2	protein_coding
ENSG00000197093	99756867	99766373	7	GAL3ST4	protein_coding
ENSG00000133612	150782918	150841523	7	AGAP3	protein_coding
ENSG00000135272	114562209	114659256	7	MDFIC	protein_coding
ENSG00000133619	149411872	149431664	7	KRBA1	protein_coding
ENSG00000106624	44143960	44154161	7	AEBP1	protein_coding
ENSG00000213420	99767229	99774995	7	GPC2	protein_coding
ENSG00000127955	79763271	79848718	7	GNAI1	protein_coding
ENSG00000164638	5314000	5346501	7	SLC29A4	protein_coding
ENSG00000135218	79998891	80308593	7	CD36	protein_coding
ENSG00000105967	115575202	115799950	7	TFEC	protein_coding
ENSG00000181444	149461271	149470568	7	ZNF467	protein_coding
ENSG00000239857	916189	936073	7	GET4	protein_coding
ENSG00000182095	5346421	5465045	7	TNRC18	protein_coding
ENSG00000106479	149535456	149564568	7	ZNF862	protein_coding
ENSG00000155034	5470966	5553429	7	FBXL18	protein_coding
ENSG00000105963	937540	995043	7	ADAP1	protein_coding
ENSG00000106628	44154286	44163957	7	POLD2	protein_coding
ENSG00000075624	5566782	5603415	7	ACTB	protein_coding
ENSG00000171130	149570057	149577784	7	ATP6V0E2	protein_coding
ENSG00000066923	99775186	99819111	7	STAG3	protein_coding
ENSG00000157741	138915102	138992982	7	UBN2	protein_coding
ENSG00000135269	115850547	115898837	7	TES	protein_coding
ENSG00000164898	139024203	139031065	7	C7orf55	protein_coding
ENSG00000240230	938415	1015235	7	COX19	protein_coding
ENSG00000146963	139025105	139108198	7	C7orf55-LUC7L2	protein_coding
ENSG00000105971	115927434	116148595	7	CAV2	protein_coding
ENSG00000214415	80087987	80141336	7	GNAT3	protein_coding
ENSG00000164900	150845676	150871832	7	GBX1	protein_coding
ENSG00000075223	80371854	80551675	7	SEMA3C	protein_coding
ENSG00000146926	150872785	150884919	7	ASB10	protein_coding
ENSG00000106631	44178463	44180931	7	MYL7	protein_coding
ENSG00000106526	149941005	150020814	7	ACTR3C	protein_coding
ENSG00000033050	150904923	150924316	7	ABCF2	protein_coding
ENSG00000269955	139026106	139107345	7	LUC7L2	protein_coding
ENSG00000188883	139137436	139168458	7	KLRG2	protein_coding
ENSG00000106633	44183872	44237769	7	GCK	protein_coding
ENSG00000075618	5632439	5646286	7	FSCN1	protein_coding
ENSG00000236279	139208602	139229730	7	CLEC2L	protein_coding
ENSG00000064393	139246316	139477577	7	HIPK2	protein_coding
ENSG00000011275	5659678	5821370	7	RNF216	protein_coding
ENSG00000019991	81328322	81399754	7	HGF	protein_coding
ENSG00000105974	116164839	116201233	7	CAV1	protein_coding
ENSG00000106636	44240567	44253893	7	YKT6	protein_coding
ENSG00000059377	139476850	139720125	7	TBXAS1	protein_coding
ENSG00000105976	116312444	116438440	7	MET	protein_coding
ENSG00000160844	99798283	99869855	7	GATS	protein_coding
ENSG00000213413	99815864	99819113	7	PVRIG	protein_coding
ENSG00000214300	99905325	99919819	7	SPDYE3	protein_coding
ENSG00000122543	5919458	5925993	7	OCM	protein_coding
ENSG00000122674	5938356	5965605	7	CCZ1	protein_coding
ENSG00000033100	150929575	150935908	7	CHPF2	protein_coding
ENSG00000082014	150935850	150974982	7	SMARCD3	protein_coding
ENSG00000058404	44256749	44374176	7	CAMK2B	protein_coding
ENSG00000198898	116451124	116562103	7	CAPZA2	protein_coding
ENSG00000121716	99933737	99965356	7	PILRB	protein_coding
ENSG00000155026	5965181	6010314	7	RSPH10B	protein_coding
ENSG00000059378	139723544	139763521	7	PARP12	protein_coding
ENSG00000153956	81575760	82073114	7	CACNA2D1	protein_coding
ENSG00000013374	151038785	151075535	7	NUB1	protein_coding
ENSG00000085514	99965153	99997719	7	PILRA	protein_coding
ENSG00000122512	6012870	6048756	7	PMS2	protein_coding
ENSG00000078487	99998449	100026615	7	ZCWPW1	protein_coding
ENSG00000106305	6048876	6063465	7	AIMP2	protein_coding
ENSG00000186472	82383329	82792246	7	PCLO	protein_coding
ENSG00000086232	6061881	6098861	7	EIF2AK1	protein_coding
ENSG00000004866	116593292	116870157	7	ST7	protein_coding
ENSG00000146834	100026413	100031741	7	MEPCE	protein_coding
ENSG00000187260	151072995	151107813	7	WDR86	protein_coding
ENSG00000170381	82993222	83278326	7	SEMA3E	protein_coding
ENSG00000127377	151125921	151137899	7	CRYGN	protein_coding
ENSG00000157999	6071007	6076017	7	ANKRD61	protein_coding
ENSG00000106346	6144515	6201195	7	USP42	protein_coding
ENSG00000106615	151163098	151217206	7	RHEB	protein_coding
ENSG00000160813	100032905	100034188	7	PPP1R35	protein_coding
ENSG00000075213	83585093	84122040	7	SEMA3A	protein_coding
ENSG00000185955	100054238	100061894	7	C7orf61	protein_coding
ENSG00000166925	100060982	100076902	7	TSC22D4	protein_coding
ENSG00000015676	44418720	44530479	7	NUDCD3	protein_coding
ENSG00000008256	6201407	6312275	7	CYTH3	protein_coding
ENSG00000166924	100081550	100092422	7	NYAP1	protein_coding
ENSG00000153993	84624869	84816171	7	SEMA3D	protein_coding
ENSG00000106617	151253197	151574210	7	PRKAG2	protein_coding
ENSG00000106351	100136834	100165842	7	AGFG2	protein_coding
ENSG00000198822	86273230	86494200	7	GRM3	protein_coding
ENSG00000178397	6369040	6388612	7	FAM220A	protein_coding
ENSG00000164659	86506222	86689015	7	KIAA1324L	protein_coding
ENSG00000077454	100169855	100183776	7	LRCH4	protein_coding
ENSG00000136238	6414154	6443608	7	RAC1	protein_coding
